mesh_idx,mesh_name,target_obj,results_step_dir,recon_ply,used_iter,nevals,numsteps,checkpoint,n_points,iou_pitch_mult,padding,max_voxels,pitch,iou_naive,iou_aligned,rmse,grid_dim_x,grid_dim_y,grid_dim_z
16,mesh_00016,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00016\mesh_00016.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00016,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00016\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005036170064266116,0.7576293675364882,0.9076034648700674,0.0008814318871102555,18,18,17
17,mesh_00017,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00017\mesh_00017.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00017,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00017\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.0051447422270836825,0.738005644402634,0.8841679312089024,0.0009094051956811468,18,17,16
18,mesh_00018,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00018\mesh_00018.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00018,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00018\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005198677875146979,0.7102490421455939,0.8978835978835978,0.0009028995782039833,17,17,16
19,mesh_00019,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00019\mesh_00019.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00019,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00019\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005076844059903834,0.6886543535620053,0.8886150813208477,0.0007982561914884393,18,18,17
20,mesh_00020,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00020\mesh_00020.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00020,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00020\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.0051470114484734805,0.699677567941041,0.8860500766479305,0.0008829412314773578,18,17,17
21,mesh_00021,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00021\mesh_00021.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00021,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00021\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.00523139417476671,0.7107962872496336,0.8792735042735043,0.0009686484697125767,17,17,16
22,mesh_00022,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00022\mesh_00022.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00022,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00022\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005206508265911455,0.7003334921391139,0.8907161803713528,0.0008539688558133379,17,17,17
23,mesh_00023,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00023\mesh_00023.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00023,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00023\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005079065398389651,0.6994704324801412,0.886119257086999,0.0009333160329273017,18,18,17
24,mesh_00024,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00024\mesh_00024.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00024,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00024\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005198428259614037,0.7029985721085198,0.8909378292939937,0.0009129220581352367,18,17,17
25,mesh_00025,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00025\mesh_00025.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00025,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00025\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005174673781003248,0.7021077283372366,0.8863168724279835,0.0008772195068423718,18,17,17
26,mesh_00026,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00026\mesh_00026.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00026,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00026\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005085980776415816,0.7021652673442333,0.8987217305801377,0.0008005630054818758,18,18,17
27,mesh_00027,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00027\mesh_00027.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00027,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00027\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005185476352470798,0.7052432687765706,0.8857442348008385,0.0009353259836958625,18,17,17
28,mesh_00028,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\data\Bubble_Grasp_Deep_0.05x40\mesh_00028\mesh_00028.obj,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00028,C:\Users\cagri\Isospectralization_Soft_Robots\external_isospectralization\code_for_3D\results\Cascade_Recon\sphere_init_nevals50\mesh_00028\evals_50_iter299.ply,299,50,300,10,100000,2.0,0.02,250000000,0.005171957712380856,0.7172478793590952,0.8919197117858981,0.0008523218832336451,18,17,17
